label,title,content
0,Oh Dear,"I gave this novel the old college try, but it just wasn't working for me. Why, I'm not sure. The writing was too thick instead of being narrative. I did give this two stars for being set in Russia--it always seems like everything is set in England. I made note of the reviewer from Russia and the reviewer who also made note of the Russian reviewer. Myself I haven't studied much about Russia, but I did think the names were rather odd. Really, if you're going to the trouble of writing a huge novel, what does it take to spend a day or two in the library researching yourself?"
0,"Junk, laser ink rubs off easily","I've used these labels in Clear for years, and ink from my B&W laser printer stuck to them like glue. But these paper labels can't seem to hang on to it. By the time I press the label down to the envelope, there are smudge marks everywhere."
1,its cool but,Its one of the best systems ive ever seen but there getting out dated if you are looking for compact youve found it but its hard to find any new games for them
1,Deaver continues to stun,"After reading the first Lincoln Rhyme novel and the current last, Empty Chair, I can honestly say that Coffin Dancer is Deaver's best in the series. It moves at such a fast pace and is so fascinating, especially the knowledge of forensic and physical evidence. After reading this book, I would question other detectives in other books who were not using such a great form of criminal detection! If you love intellectual, suspensful mystery novels, this book is a must. Another plus is that the ending of this book is so twisted from what you might have been originally thinking which is different than Bone Collector. This is the Deaver novel that should be made into a movie. You'll be fearing the coffin dancer and his criminal intelligence for weeks afterward!"
1,Oster 4716 egg cooker,Works well. It would be helpful if it had a loud signal when the unit was done. The hardboiled eggs can easily overcook when left in the unit. They take approximately 20 minutes and it is not practical to stay near the cooker. It is a good concept.
1,AN EASY TARGET,I got this book because my friend heard Jessica speak on her campus last week. She has been struggling with eating disorders since we were in high school. I read the book in one night (couldn't put it down) This book is for everyone and anyone who knows someone who is hurting themselves with this disease. I finally feel empowered to help my friend by helping myself be a better friend first. NO ONE SPEAKS TO COLLEGE WOMEN LIKE THIS!!Spread the word!
1,upgrade your adapter drivers first!,"The actual installation of the product was easy - included instructions are very clear - but I was only able to get a wired connection through the router once everything was set up. The Linksys product support boards address a number of issues between modems/adapters/operating systems and the moderators are very helpful and knowledgeable. I was armed with information from the boards and prepared to reset the factory defaults and start from scratch, but once I updated my adapter drivers I was connected without a hitch. I highly recommend having updated drivers before you begin the router installation.I'm still using wireless-g adapters and am able to get 36Mbps throughput in my garage, which is downstairs and has concrete walls. Very happy with this product overall."
1,Excellent book!,We would have so much better results in our classrooms today if the principles and character found in these stories were still applied as a whole in our society.
0,"Overrated, but interesting.","This book has been described as one of the best books of 2006 and I disagree. Though it's an interesting premise, I got bored with it. The characters are underdeveloped, there is not enough introspection, and though it does a good job of detailing the life at this kind of survival of the fittest stage, I got tired of the ""The man sat. The boy watched the man sit."" etc."
1,falling skies,good scrip fast action drama always keeping you engaged actors doin the real things would recomend to others would want to see it contune
0,READ THE 1 STAR REVIEWS BEFORE YOU BUY!,"It was just about 6 months old with a low to moderate amount of use when it began to leak water all over the floor. It buckled up our newly refinished wood floors while sitting there before we realized what happened. Then plastic parts began to break off of it. I brought it to a friend of ours who is a repairman for vacuums and shampooers. He looked at what was broken and said it wasn't worth repairing. It did do a good job of cleaning the carpet. BUT it is ridiculously difficult to set it up for the hand/spot attachment. I think they took it to the dump or I would attempt to return it. Amazon is good about that. Leaking is a serious problem for a machine and all the plastic breaking on critical parts is cheap, un-fixable materials."
1,HUNGRY!!!,"You know... i dont know what to say about this book. This book really change my life. Yeah, i have to admit it that Tommy change my attitude toward God, he is the one who makes me hungry for God, and he challenge all the reader to be hungry too. And when we are hungry, all i can say is: GET READY, GET READY, GET READY, GOD IS GOING TO SHOW UP!!!"
1,Another Place and Time,"""Nantucket Sleighride"" has got to be one of the best albums of all time. Leslie West, Felix Pappalardi, Laing, and Jack Bruce blend all their natural talents to originally make this an album that should be in everyone's collection. Check out CDs by these incredible rockers!"
1,Great Summer beach reading,"A fun easy reading book for the beach. Fast reading , You will not want to put it down."
1,Timesaver,"This product is so easy and efficient when sterilizing anything from bottle nipples, pacifiers, breast pump accessories and bottles. Beats boiling all these items!"
0,stupid waste of time,"What a piece of crap. And that goes for both volumes. Had it not been for the wonderful music clip on vol2, the whole thing would've just plain pissed me off. Stop wasting the world's time with mindless crap, Tarantino. Go get a real job."
0,Got migraines?,"You CAN hear this thing! Well, maybe that's because I'm under 25, but yes - you can hear it.Did it work on my dogs? For a day. Then they started ignoring it.Day 1 I was hit with a migraine - I get migraines every once in a while, take RX medication for it, etc. At first I thought it was a coincidence, took my medicine, was fine. Then the 2nd day...another migraine. Then the 3rd. And the 4th.Don't even waste your money on this piece of crap. I have 2 ""hard to train"" dogs, but come on - this thing is a joke."
0,Nearly Immediate Issues,"I bought this from Lowes less than two months ago and it is now completely useless. Within about a week, it had already started to develop cracks in the outer plastic around the indicator from the stress on the plastic from the interior pressure. I would have taken it back, but the package and receipt had already gone out in the recycle.And I am the one who installed it. I can say with certainty that it no trauma ever befell it, or anything that might have damaged it in the slightest.I had to take the thing off because every time we'd go to get a glass of water we'd get sprayed in the face like a Three Stooges gag. Never buying Pur anything ever again. If I could give it less than one star, I would.I guess don't buy this unless you are Larry, Moe, Curly, or Shemp."
1,I can't believe it's not everywhere.,"Really, you must look at this book for your classes. High School and College. I have a freshman composition class that just went wild discussing this book. In twenty years of teaching, I've never seen my students so engaged in anything."
0,BE CAREFUL,"This collection has two DVDs with 4 movies. However only one is worth watching...Shaolin vs Manchu. I would have given this movie 3 stars but the other crap that came with it renders the package a 2 star deal. I suggest you buy Shaolin vs Manchu for $4.99 unless of course you don't mind paying $5 extra for three ""kung-fu"" movies that are utter crap."
1,"Very, very cool","This video is totally awesome. It has the best of GN'R all squished onto this nice little video. It has 13 of the videos, from ""Welcome to the Jungle"" to ""Patience"" to ""Since I Don't have You"" and just about everything in between. A very cool item for every Guns N' Roses fan out there. Plus, you get to see the evolution of GN'R from '87 when it started to '93 when it came to a halt. Like I said, very, very cool."
1,"Great game, greater potential","First of all, all of these ""reviews"" should be wiped and limited to people who bought the game through amazon, because to review the game you need to own it and play it. 2000 people complaining about the DRM of a game they didn't even purchase is outright ridiculous.The game itself is a lot of fun, both for the editors and the gameplay. Technologically, Spore is an amazing feat of programming, and it was made in such a way that content patches and expansions can be made relatively easily. The game isn't 100% perfect right now, but because Maxis made it so that they can put in the content that got put aside during production, it deserves a full score. Once a few expansions and part packs are released even the people whining about the game not looking like it did at GDC 2005 will be satisfied."
0,Don't Go There,"This book was suggested for our bookclub because of the book critics review. However, not one of the twenty members of our club could even finish this book. A waste of time. The characters were uninteresting, did not capture anyones attention and the chilren were unbelievable. We are located in St. Louis and some of us knew the authors family. Where he got his characters remain a mystery to us. Boring and depressing."
1,"Written with Heart, Courage and Soul","Barbara Rose shares from her own painful experiences how she overcame them, and teaches us all how to transform any tragedy in our lives into a triumph.Her wisdom is profoundly astute, her writing superb, as it is channeled, the spiritual depth will help anyone to understand why certain events in our lives happen, and what we can do to turn them around for lasting positive change.She courageously speaks out for the masses, daring to expose the injustices that, as the book states, have fallen on deaf ears for far too long.I highly recommend this book to anyone who feels they have had more than their share of unfair dealings, especially if you want to turn it all around. I also recommend this book to anyone who is in a position to bring positive change for all. If I could rate this book, I would give it more than 10 stars.An absolute must read!"
0,Broken,What a waste of money I have owned my kindle a little over a year. It has black lines through it. I call customer service and asked if this happens to kindles she said yes. So it a throw away. I had the option to pay 180.00 more to replace it. But I think 15 months is a short time for the kindle to work after all we paid over 300.00.
0,Dialogue so bad you can see the pain in the actors...,"It looked like the actors in the movie were putting all of their trust in the director becuase they had no trust in the dialogue, which was terrible. The story line is jolting, the characters poorly developed, and the humor weak. Will ferrell does a decent job and so do the other actors but they have so little to work with it's a lost cause.I thought their was a really funny scene in the movie with a great performance from the actor who played the outside author the firm hires to write for them. Good job! Wait for it to come out on video."
1,digging up bones,"having just read jane kerr colhoff's ""bones in the badlands"" i have to say ""BRAVO!"" it is hard to believe this is a first effort...and i sincerely hope just the first of many. i want to know what happens to hattie and her friends...i am sure the badlands have many more interesting tales to tell, and jane tells them in a very entertaining manner. her knowledge of the area is deep, and facts like the taking of indian lands for the bombing range astounded me! the characters never strike a false note, and the scenery sounds almost otherworldly in its beauty. bring on the next one!!!!!!"
0,Broken jars,"I have to echo the complaints of several reviewers about the fragility of the glass cups. After chilling the yogurt and removing the lids from several of the jars, I broke off a large shard of glass. Are the lids simply too tight? Why aren't the jars Pyrex? This is a terrible problem. The yogurt maker itself works all right when the desired yogurt recipe is used. But what good is the delicious yogurt if the glass shatters when you want to use the yogurt?"
1,Rancid comes back and rocks the world.,"Rancid's new album Life Won't Wait is full of great new songs. They have one of the best punk sounds today and this album is the perfect example. Songs such as ""bloodclot"" and ""new dress"" are getting heavy airplay. Every song on the album rocks and you won't be disapointed. And of course you gota love the mohawks."
0,not happy,purchased this as a gift for my daughter for chrismas. They can not get the thing to work. they have followed all the directions and it still does not work. not happy with this product at all. over prices for something that does not work.
0,God Thing - Is There One?,"I feel now that there is no god. Nothing is omnipresent or all-knowing. We have been duped so to call your book the Mind of God is an oxymoron. Whatever I had undergone from religoin is foul and nothing sees or hears me in the last 13 years so I doubt if anyone will see or hear a god, let alone know it. If you wish to know what has occurred to me for the last decade, let me know. It will blow your mind."
0,An intreaguing design with obvious flaws.,"Upon purchasing my new Bodum double walled drip coffee maker, I was thoroughly impressed with its ability to make coffee, keep it warm, and interest guests. After a couple weeks of careful use, I went about my daily routine. After warming up the reservoir, I poured my coffee into the warmed reservoir (via instructions as I had every time). As I was sitting at my computer, about 10 minutes after the coffee had been prepared, I was startled by a loud ""pop"" and spent the next 10 minutes picking up glass, not drinking coffee. Being that I got the item for around $20, I am not too upset, though I would be thoroughly upset had I paid retail. I would not purchase this item again. Total p.o.s. in my opinion."
1,They're Pants,"They're pants. I will say that in the way of being durable, they are. Really, they're pretty much flawless, though don't trust the picture. The material is way different and the sizes are weird. Only trust the smaller inch measurements."
0,My boyfriend and I walked out when it was on at the Theatre,"So many years later, I decided to give it another try. It was worse than I remembered. If you enjoy watching a bunch of boring losers sit around and whine, you will love it."
0,"beware...1st version of holiday in spain on this cd is sung by Blof, not counting crows","Beware!!! i assumed the 1st song on this cd would be CC's studio version of holiday in spain, but rather it's performed by Blof and it's not sung in english. also, the live version of holiday on spain is a duet by durwitz and blof's singer. the 2 in between live versions are cc alone and are probably worth the price if you enjoy those songs as much as i do."
1,Really cute,i thought this was a really cute movie. It started out slow but came on fast. I love the part were David Arquette gulped down that cole slaw in the cafetria. Kind weird and cool at the same time.
1,wonderful,this CD is amazing. When I received it I listened to nothing else for nearly a week. I just couldn't get enough. The movie is beautiful too.
1,Awesome Stuff!,"I really love the scent of the Citrus Cleanser. It is almost as delicious as the Lemon Poppy Seed Facial Cleanser, also by Burts Bees. This product works really well and keeps your face clear and smooth. Anything from this product line is really excellent and is all natural, which is great for those with sensitive skin. I recommend this or the Lemon Poppy Seed Cleanser. I also like the Garden Tomato facial soap and toner. That is the best for those of you with oily skin."
1,"A ""MUST HAVE""","WALTER ROSSI'S EARLY CONTRIBUTION IN HIS CAREER WITH ""CHARLEE"" MAY HAVE BEEN A ONE OFF,BUT THIS IS SOLID - IN YOUR FACE ROCK FROM A VERY TALANTED CREW.""THE WIZARD"" IS WORTH THE PRICE OF ADDMISSION ALONE ON THIS EAR PLEASING JOURNEY THAT WILL MAKE ANYONE WHO WAS EVER IN A ""GARAGE BAND""....SMILE'.ROSSI WENT ON TO RELEASE A FEW MORE SOLO PROJECTS BUT NEVER HIT THE MARK AS WITH ""CHARLEE"" AGAIN."" BUY THIS CD,ITS RARE...."
0,Not at all what you expect,"This is NOT a DVD about the superbowl! I believe those reviews I read are advertisers writing in just to sell the product.My son bought this to see this superbowl because he is a Panther's fan and this was the only way to see that superbowl.The DVD doesn't even cover the whole game! It is just bits and pieces. The title is NOT HIGHLIGHTS! It says it is the game!Very disappointed and if the return policy didn't suck for Amazon, I'd return it!"
1,Nick Cage is Always the Great Actor and Asia is Fabulous !!!,"WHY IS IT WHENEVER AN AMERICAN ACTOR PLAYS A MAJOR PART IN ANY FOREIGN FILM CRITICS PUT THE FILM AND ACTOR DOWN. I PERSONALLY LIKED THE FILM VERY MUCH AND HAVE ALWAYS HAD A DESIRE TO RETURN TO ASIA... I AM A SOUTHERN BOY, WITH AUSSIE BLOOD... SPENT 5 YEARS IN ASIA... THIS FILM BRINGS BACK MEMORIES... GO NICKAND MAY THE FORCE BE WITH YOU...."
1,Didn't expect it to be good!,"This is an awesome DVD. When I looked at this previously, I thought it was going to be stupid but when I did it, I was really surprised. I have started to use my weights when walking to add more intensity. This is an awesome work out and I would recommend it to anyone!"
0,RCA Cassette Recorder,"I purchased three of these recorders because they were very cheap and I have experience them. The first one I opened for use would not keep playing the cassette. It kept tripping like it was at end of tape. The Pause switch on a previous recorder got stuck in the ""on"" position - so no more tape playing or recording. These recorders are becoming obsolete and difficult to purchase, so I buy them when I can. There is no portable recording alternative that has sinmilar sound quality."
1,'No it's not....',"Product features say there is no sodium...well, unless salt is now NOT considered sodium that could be true. BUT, salt is in the sodium family, so if you're looking for this seasoning to be completely sodium free, forget about it!! And it says too a serving size is 1/4 teaspoon, wow, that's like nothing! Bottom line: it's not a bad product, adds a little butter flavor, but it's NOT sodium-free."
0,Cannot Review,Cannot review this product because it shipped broken and I cannot get any customer service from hand held items! So I have a broken unit that is no good to anyone!
0,apallingly appalling,"This film could really be summed up in one word ""Appalling"". Van Diesel plays the archetypical 'action hero.' Yeah you've got it, the one whose status is big muscles and has 'I can't act' written all over his face! The trailer for the film looked absolutely awesome, which is the only 30 seconds worth watching for the entire film.I would love to explain in depth the details of the plot, but quite frankly I was too busy laughing at how pathetically shallow the plot was to even remember it.If you are a Samual L Jackson fan don't torture yourself by sitting through the film, not even the master himself can do it any justice whatsoever.Nevertheless as taste is unaccountable I can only recommend you rent this film from your local video rental store or whomever!"
1,Monkey fun,"This toy is simply funny to my kids. It makes monkey noises and while it gets a little old to me, it makes me smile to see my kids laughing when playing with it. This brand is durable and well made."
0,O dear,"I can't believe the price of this DVD.Amazon mostly has the best price but in this case it is actually cheaper to buy it directerly from Sullivan entertainment's website. It is over $10.00 less in price.I have seen a clip of this movie and it is so wrong,EVERYTHING has been turned around making all other Anne of Green Gables movies into lies and ruining what the original writter wrote. I love Anne of Green Gables and Sullivan Entertainment, but this just is wrong. So I will probably NEVER look at this movie."
1,Fast moving vampire tale,"Nikki James is a private investigator with psychic powers. She is trying to track down the daughter of a powerful man. That daughter is in the power of a vampire. Michael Kelly is tracing that vampire Jasper, who is the killer of his brother. Michael is also a vampire and he is drawn to Nikki. Nikki is not the most trusting person in the world and can you really trust a vampire?This was a very fast moving story, no down time at all. The characters are vivid and the story line twists and turns more than enough to keep it interesting."
1,The 5 Stars up,This ``5 Stars'' lets you here GAMES/DVDS the way they have to be herd.So go PLAY/WATCH the thihgs you do.
0,Avoid this crappy CD at all costs !!!!,"This album is a disappointment, since at one time I thought Missy was one of the best female rappers. I was wrong. Is Missy even a rapper? She sings like crap, and her best bet is to stick to rapping. The beats are pretty good, but it's not worth the money. Avoid at all costs!"
1,An educatioal toy,I bought the toy for my granddaughter for Christmas for this year. She's into designing and I thought this might help her to get started. But I won't know if she likes it until after Christmas.
0,corner of case smashed,"DVD is fine, but the case was in another box inside a bigger box and still the corner of the case was smashed into many small pieces."
0,A lot of writing,"A lot of writing and very little knowledge or input from the Author on the subject.. If you like writing, this is the book for you~!"
0,"Disappointing - 1 Solid Chapter, 2 pretty good ones, and 9 Chapters of Filler","First, let me say that I'm a pretty big fan of Les Edgarton'sHooked: Write Fiction That Grabs Readers at Page One & Never Lets Them Goand I was ardently hoping that this book would be just as solid and useful as the first book of his that I had read. Unfortunately, that wasn't the case. Finding Your Voice had 5 Chapters of stalling and padding, a few solid chapters on voice, and then another bunch of filler. Take a look at the Table of Contents and you'll see what I mean. This book wasn't worth the asking price, let alone the time to read it.Now there aren't many books dedicated solely to ""voice,"" but there are a few that have a few chapters on it with material that is more than the equal of this book's. So here's what I'd recommend you buy instead:Movies in the Mind, How to Build a Short StoryandThe New Strategy of Style"
0,Verbose beyond belief,"Rambling is not literature. Like some chatty old Mexican who yaps endlessly about nothing, this author can't get to the point. I gave up reading this book fairly quickly, but based on the reviews here it seems like the author has something of value to say. This made me reluctant to give the book one star. But then I reconsidered. After all, to have something worth saying, and then submerging it in a sea of verbosity which makes it inaccessible to anyone who values their time, is actually worse than having nothing to say at all. So one star it gets."
1,A Pageturner,"Before I get to the book, I should review the reviews. Heady stuff. Half are from the same Internet troll using different names. And all the reviews combined only go to serve the point of this book, which chronicles a fascinating and bizarre men's subculture full of social genius and destructive ego. It verges on the brink of being a mainstream movement yet constantly sabotages itself with in-fighting.Oh, about the book: this is an amazing story. Period. It tells you the how-to along the way, but it reads like a novel. It's up there with The Dirt on my list."
1,Very Addicting!,I really enjoyed the book! I couldn't stop reading it all day! I like the resolution although some things remained unanswered and there are no more books to read after to find out what happened. Was the baby a boy or girl? Name? What happened with Rebecca and Buddy? Or with Josh? I didn't like how we were left hanging on those things. But the rest of the story was good!
1,Bobby's final collaboration with Marvin and Frankie .,"This 1976 release was Bobby's final album with both Marvin Santiago and Frankie Hernandez on lead vocals. Granted, this album was not as mind-blowing or as superb as its predecessors (1974's ""Rey Del Bajo"" and 1975's ""In Motion"") but is still chock-full of the heavy-duty, no-holds-barred ""Salsa Dura"" found on Bobby's Fania releases."
0,A ridiculous user's manual!!!!!,"Okay, I am no techie, I admit it, but I do not remember the last time I have witnessed a worse user's manual than the one offered by this LaPazz company, the manufacturers of DNA500 and DLA401 digital note takers. The product itself is okay at best. It is somewhat cumbersome and more complicated to put together compared to similar products but gets the job done in the end. But that user's manual is ridiculously funny. It is written in SUCH broken English that it makes the whole experience both annoying and frustrating, though at times, also funny. I find it hard to fathom that a company that invests so many resources in developing a product would then skimp on technical writing just to save a few yens.My recommendation - UNLESS you are a very technically minded person, STAY AWAY from this product UNTIL this company finally hires an English speaking technical writer!!"
1,"Review of ""It's Halloween""",I read this book when I was a child and it's scared me so much that I had to sleep wiht the lights on for weeks. It's definitely a classic!
1,A nice modern comedy,"I was sort of expecting something really silly and I was agreably surprised by the quality of this movie. A funny and intelligent comedy with the usual shortcomings but for the fun I had I am all to eager to overlook that :-) There is one thing that is really bother me: Honestly, would you like to be manipulated the way Tom Hanks does it with Meg Ryan ? I don't think so, really... He is clearly profiting from his position to maneuver Meg Ryan wherever he wants to. At least the moviemakers were wise enough not to make Tom Hanks offering Meg Ryan a job, that would have been quite cheesy... The DVD was really nice with some nice additional features like some views over the different locations where the movie was shot. I will try to see some of the places on my trip to New York :-)"
1,Water hammer surpressor,I have used mechanical times on my outside water faucets for years and when they shut off there is a large rattle and pressure builds up in the water pipes that has worried me. Because the basement was all finished there was no easy way to add a water dampening system. This inexpensive water suppressor that connects to the outside faucet works perfectly. Just remember to bring it in before the freezing weather starts. The suppressor attaches easily and the picture is incorrect but it works as expected.
0,boring,"Being in the mood for an easy read,I picked this up from my friend's bookshelf. It was more like a Danielle Steel novel, and the only reason I kept reading was to find out what happended at the end. There was nothing deep or meaningful,it wasn't even an enjoyable ""easy"" read."
0,Falling apart,"Like so many others have already said, the upper water container is defective. First the valve for the small soap container failed, so I had to add the soap directly in the water container. Now the water container valve has failed and whatever water goes in quickly comes out all over the floor. I guess it's time to search the internet for parts since the thing is unusable the way it is. C'mon Hoover, I expect better quality from a brand name like yours."
0,"CINDY,CINDY,CINDY!!!!!!!!!","First off I hate Cindy!!!!!Thinking all the horses are Her horses .Shes a show off.Any way it was sort of good but mostly bad though. I have all 18 books so far but i like the books the best in the range 1 through 10.So if your just starting to read and the title Glory's Rival is appealing to you,don't read it yet because i tried reading it first and its ssssooooo confusing!!!Trust me!These books better GET BETTER!!!!!!!!!!!!!! ... p.s. Sorry if im making this series sound bad ,there really pretty good.So i still think you should read this book and the others.Thankx again ..."
1,Great book for 12 to 13 year old boys.,My 13 year old hates reading but he really loves the Artemis fowl series. It is also an AR book.
0,The movie components have been ruined,"iPhoto, Garage Band and iWeb are great. IPhoto in particular is really much better than its predecessor, especially in terms of speed.iDVD and iMovie are disastrous pieces of software. iMovie no longer supports chapters. iDVD for me has been extremely unreliable and meant dozens of hours spent on forums finding out things like don't use music in the intros in certain 7.0 themes or your computer will lock up on encoding the DVD menus.Apple had a halo for me. Now I just think they're another cynical software shop."
1,amazing sounding headphones,"These headphones make my music on my ipod sound amazing! Crisp, clear sound & you cant hear any outside noise at all. Only problem is they are big, really big. Overall though, a great buy especially for the price!"
1,nice.. i little heavy but,"nice real leather, i little heavy but well worth it. too bad I did not enjoy that much since i have to trade in my old car. will buy again.."
0,"Geez, what a piece of junk","Satire is really really really rilly rilly hard to get right. People whose name is not Vonnegut, Heller, etc. should not bother to try, thankyouverymuch.Look, I understand what he was trying to go for, but it doesn't cut the mustard. Try Lem instead. Or try Canticle for Leibowitz... Sykaos is compared to that book sometimes and it is not a decent comparison-- Canticle is actually good, and Sykaos is very limp."
1,Barney movie is ok,Well I like the show better then the movie. Though if you are really a fan of Barney then you should watch his original such as this one.....Good Day Good Night W/ Pals
1,Nice Quick Read,This was a nice fast paced read. The setting contributes to the suspense along with an enjoyable plot. I have to hand it to the author for coming up with a very original ending concept. The adventure comes in waves and slowly builds to the entertaining climax. Lots of twists and turns in the story which lead to a suspenseful read. Fairly thorough description of the tropical environment sets the mood perfectly for the spooky action sequences. The plot does not take itself too seriously which allows the story to progress smoothly without a lot of unnecessary fluff. The opening chapters are fast and the rest of the book is even faster which leads to ta thrill ride of an experience.(Those of you who have read it will know what I'm talking about). It really is a thrilling journey for the characters as well as the reader.
1,A really great game for StarWars fans,"Many people give this game a bad review. But that should be all right. Everyone has different tastes. To me Star Wars Galaxies The Total experience is very fun. So what if there is a bad Combat Upgrade. Just keep on playing it. Here are some many pros and cons.Pros: Great retail price, The game includes the 2 expansions, You can meet new people, You can work for the Empire or the Rebellion, Meet characters from the Star Wars saga, And you have a choice to be diffrent Species ( My personel favorite is Wookiee) All Star Wars should like it.Cons: Must pay 15$ every month, Stupid combat upgrade.This is a great game. If you want an Star Wars experience that may never end, this is surely the game for you"
0,DO NOT BUY,"This book has an appealing title, but that is where all ends. For any person willing to learn and venture into buying notes, this is a waste of money and time. Cute little stories and end results will teach you nothing about buying notes and profiting from this business. This book misleads you into thinking you will learn something from reading personals experiences. Slow pace, and wandering story telling... Move on to better authors...."
1,Best Pens!,"These are my favorite brand and style of pens. The assortment of colors is great, and they write better than your regular office pen. Be careful though because people love to walk off with them!"
1,An excellent album.,"This is a very good album, and I recommend it to everyone. The only reason I don't give it 5 stars is 'cause think the Chemical Brothers are better."
1,good family entertainment,My wife and I think this is a great series for all age groups sending the right messages out
0,A Movie That Proves...,...all the special effects and computer graphics in the world will never replace a good script and good acting. My hopes for Episode III are quickly diminishing.
0,Simple review,"I was intrigued by the title of the book so went to the 'quick view' to read a portion of said book. Here's my take: This is (at best) poor, undisciplined writing. To be fair, I only read the first 4 or 5 pages however, that in itself was a task. The writer strayed around the subject so often that I couldn't help but wonder if this was a book he wrote that paid by the word. The topic is very interesting and I'm sure that had the author been given legitimate editorial guidance the book had the potential to be a wonderful journey. As it is, I wouldn't buy this at any price - too difficult to follow much less to read."
1,An excellent book on the topic,"This book offers a detailed look at the causes and cures for the acne sufferers. The program he recommended is easy enough to follow on a daily basis. He doesn't recommend any of his products but we have to search for ourselves.I think the author doesn't want any conflict of economical interests to offer his product line but spread the true science of curing the acne itself. It took me a long time to search and locate all the products he recommended in this book, but I have gained more knowledge in the process. I have found the acnerx kit from a company that offers all products this author recommends.I like the author' acne cure program and I highly recommend all acne suffers to buy the book and follow his program. It's a good book. You won't regret it."
1,MechCommander 2,"An older game, but still one that is great. Fun command structure, decent plot line for an older game, and lots of replay value. If you have an older computer, this is definitely worth the time and money to buy. Still break it out often and try to beat some of the tough levels using mechs under 50 tons...thats a challenge!One note, you may need to used the compatability section in properties to get it to play properly in XP/windows Vista. Don't have W7 so I dont know if it will work there..."
0,It would be perfect if it came in different sizes,"This would be a nearly-perfect wrist brace if it fit correctly. Unfortunately, it is a little bit too small for my arms. It fits reasonably well around my hand but just barely closes around my (somewhat muscular, but not extremely large) forearm. Because of this, the whole thing just sits a little bit wrong.The item says that it is ""designed to fit women"", but I would alter that to say that it's designed to fit small women. It seems to be treated as a one-size-fits all item, which it definitely is not.Other than that, it's well-made and comfortable."
1,They don't make them like this anymore.,"Why wasn't this the best-selling album of 1993? I've listened to this CD countless times over the years, and I'm still astounded that it in withered in obscurity while similar-sounding but inferior products (Hootie & the Blowfish, anyone?) topped the charts.The songs are first-rate, and the arrangements are fresh and interesting, balancing sophisticated percussion and orchestration with earthier elements, like mandolin and dobro. I especially love the textural contrasts between Steve Moos's raggedy lead vocals and David Starns's gorgeous, overdubbed harmonies. If Bob Dylan and Brian Wilson had met as teens, they might have made an album together like this one."
1,Great book - a good introduction to Greek mythology,"I purchased this book for my 9 year old son as a companion book to several astronomy and constellation guides he requested for his birthday. He completely devoured it in three days - the illustrations are bold and the stories are dramatic/gruesome enough to capture his interest (without being too horrible or nightmare-inducing). We are finding that knowing a bit about the legends behind the constellations makes stargazing that much more enjoyable. I would recommend this book for boys and girls 8-10 years old, although I admit I enjoyed reading it, too!"
1,"Fantastic, yet strangely empty","The research is wonderful, the prose style is just fine, the detail is remarkable - I finished the book knowing more than I ever felt I needed to know about Jimi (and being grateful for the knowledge) yet no closer to any understanding as to what made the man tick. Any serious Hendrix fan must own this book, but it is, in an odd way - emotionally incomplete."
1,Celtic symbols and their significance,"When I first saw this book, my first reaction was that such a small book certainly couldn't contain any useful information whatsoever. The book is a mere 5"" by 5"" by 76 pages (if I counted correctly).However, after opening it up, I found that it is absolutely masterful in what it does. Most pages contain a picture of a symbol, and the accompanying text explains the significance that the Celtic peoples assigned to a specific symbol. Among the symbols covered are the triple head, the ram, the stag, heads and head hunting, and much more. As an introduction to Celtic symbols, this book probably has no peer."
1,great gift for a die-hard korn fan,"only five tracks, but worth the money if you REALLY love these guys (like me). got it back in fall of 2000...1 = sucks5 = average10 = kicks ass01 . ADIDAS (radio edit) - 6.5 - only difference is that they replace ""f/ing"" with ""hump/ing"", and the drums (especially the snare) sound more clear than the album version.02 . good god (dub pistols mix) - 9 - fun song, for some reason ""good god"" always has the best remixes.03 . got the life (josh abraham mix) - 3 - not that good...04 . twist + chi (live @ family values 99) - 8 - good song, sounds much better as one song together rather than two seperate songs.05 . jingle balls - 10 - if you're a death metal fan like me, then you'll enjoy this song. it's their version of ""jingle bells""...pretty unbelievable for a non-death metal band, but hey, jonanathan is a fan of morbid angel. if only he'd do a side project with songs like this one...it's overall a cool CD, but like i said, it's only worth the money if you're a big fan."
0,Not working,Not what I expected in a brand new product. It wont play even when I put in new batteries and I have to jiggle them to even hear a little radio. I bought it to play my audio books but haven't kept up with it because this thing really sucks.
1,The volcano eruptions at Nevado del Ruiz and Galeras.,"There are two stories in this book. The first is about the eruption of the Nevado del Ruiz volcano that resulted in the deaths of 23,000 people. The second is the death of six scientists and three Columbians in the Galeras eruption. The scientists killed were led by Stan Williams, who also substained very serious injuries. The three Columbians were local hikers in the area.If the focus was on numbers, Bruce should have concentrated her studies on the Nevado del Ruiz eruption that killed so many Columbians because of the mud slides. This was not done, but the focus was on diminishing the egotistical Stan Williams who led six of his companions to death. Both stories are worth a book of their own."
1,A very moving book,I first encountered this little gem as a bookseller and handsold it countless people. I gave it as Mother's Day gifts to my mother and mother-in-law. I don't have children of my own but it absolutely makes me bawl every time I read it. I had to get out a tissue just reading these reviews! It truly enforces the idea that a child learns to love others unconditionally when he is raised in a home where he himself receives unconditional love. As I get older I realize that someday I will be able to give back some of that love by caring for my parents. It's absolutely a perfect gift for anyone with children or aging parents or both.
